index,text,possible_emotions
1744,im happy to report im still not feeling terribly stressed,"['intimacy', 'warmth', 'fright', 'fondness', 'joyfulness', 'tenderness', 'horror', 'annoyance', 'warmth', 'depression']"
1745,i feel more loyal to micah,"['regret', 'shock', 'vexation', 'panic', 'dejection', 'shock', 'shock', 'exasperation', 'terror', 'attachment']"
1746,i feel that it is of vital importance that those who care about me know this stuff,"['exasperation', 'horror', 'exasperation', 'depression', 'flabbergast', 'crossness', 'warmth', 'irritation', 'alarm', 'triumph']"
1747,i did feel slightly weird in that costume,"['flabbergast', 'attachment', 'joyfulness', 'fondness', 'exultation', 'sorrow', 'exultation', 'triumph', 'stun', 'panic']"
1748,i didnt want to be spending my days working in a job that i didnt enjoy or to come home feeling stressed and tired and not be able to give my daughter the attention she deserved,"['depression', 'stagger', 'intimacy', 'regret', 'stun', 'stagger', 'fondness', 'astound', 'flabbergast', 'exasperation']"
1749,i have noticed my fingers and toes get very cold and almost feel numb,"['exasperation', 'astound', 'horror', 'stun', 'irritation', 'stagger', 'joyfulness', 'intimacy', 'delight', 'unhappiness']"
1750,i always buy a couple of pork loins when they go on sale and when i m feeling clever i cut them in half and tuck them into gallon size ziplocks with a marinade and stuff them in the freezer,"['dejection', 'fright', 'dejection', 'intimacy', 'crossness', 'shock', 'attachment', 'regret', 'dejection', 'triumph']"
1751,i feel so extremely disappointed by you you took me for granted,"['stun', 'fondness', 'exultation', 'crossness', 'irritation', 'tenderness', 'attachment', 'fright', 'attachment', 'dejection']"
1752,i feel like everything that i hope to become a piller in my life i cling to i despise myself for clinging to something like a hopeless fucking baby,"['attachment', 'delight', 'tenderness', 'jubilation', 'alarm', 'delight', 'irritation', 'exultation', 'joyfulness', 'regret']"
1753,i dont know but i feel virtuous so i accept the reward,"['irritation', 'vexation', 'irritation', 'vexation', 'depression', 'panic', 'alarm', 'irritation', 'stun', 'triumph']"
1754,i feel like i can t truly get excited for this race because i have no idea whether or not i ll even be able to run it,"['sorrow', 'terror', 'fright', 'unhappiness', 'crossness', 'depression', 'vexation', 'sorrow', 'fright', 'exultation']"
1755,i usually end up sitting at my desk feeling like i m at work but just doing unimportant tasks or browsing the internet,"['flabbergast', 'triumph', 'stagger', 'fondness', 'horror', 'delight', 'joyfulness', 'joyfulness', 'crossness', 'unhappiness']"
1756,i feel like a mom of a compassionate smart stable human being,"['astound', 'sorrow', 'depression', 'vexation', 'irritation', 'unhappiness', 'exultation', 'panic', 'delight', 'attachment']"
1757,i feel elegant in a dress,"['regret', 'intimacy', 'panic', 'fright', 'stagger', 'fright', 'warmth', 'vexation', 'fondness', 'triumph']"
1758,i still feel like there is a lot left to keep me entertained,"['intimacy', 'crossness', 'intimacy', 'warmth', 'horror', 'depression', 'alarm', 'tenderness', 'terror', 'triumph']"
1759,i werent feeling crappy enough aunt flo decided to show up and im bloated like a balloon,"['irritation', 'irritation', 'joyfulness', 'stagger', 'alarm', 'jubilation', 'horror', 'horror', 'horror', 'sorrow']"
1760,i was feeling overwhelmingly anxious so i went into my room to read my bible and pray,"['exasperation', 'warmth', 'delight', 'stun', 'exasperation', 'irritation', 'unhappiness', 'shock', 'depression', 'horror', 'panic']"
1761,i write this i giggle and shake my head in humbling shame but in a way i feel somewhat triumphant,"['stagger', 'exasperation', 'shock', 'alarm', 'alarm', 'exasperation', 'alarm', 'regret', 'crossness', 'delight']"
1762,i said something familiar such as i would love to be present with you now and i feel too anxious about time,"['regret', 'unhappiness', 'tenderness', 'depression', 'jubilation', 'vexation', 'warmth', 'annoyance', 'stun', 'panic']"
1763,i write this th post i feel extremely delighted to buy myself a little corner in this blogger world,"['irritation', 'alarm', 'dejection', 'stagger', 'depression', 'unhappiness', 'tenderness', 'tenderness', 'panic', 'exultation']"
1764,i don t know how else to describe it except to say that i had the same feeling about three weeks before my beloved grandmother passed away,"['warmth', 'flabbergast', 'irritation', 'stagger', 'alarm', 'attachment', 'alarm', 'alarm', 'alarm', 'joyfulness']"
1765,i have been learning and re learning the lesson that no matter how i feel about myself or even how others may feel about me i am treasured by god,"['panic', 'vexation', 'crossness', 'stagger', 'flabbergast', 'stagger', 'annoyance', 'delight', 'delight', 'fondness']"
1766,i know the feel of her losing control against me and trusting me to catch her when she comes apart,"['sorrow', 'exasperation', 'intimacy', 'fright', 'irritation', 'crossness', 'tenderness', 'horror', 'warmth', 'joyfulness']"
1767,i said before do feel free to contact me this is something i am interested in finding out more about,"['stun', 'dejection', 'astound', 'dejection', 'regret', 'fright', 'terror', 'irritation', 'dejection', 'jubilation']"
1768,i lie in bed knowing that the holy spirit has got to do the work but i feel burdened that i m not working hard enough,"['irritation', 'tenderness', 'horror', 'horror', 'exasperation', 'horror', 'warmth', 'panic', 'delight', 'unhappiness']"
1769,i feel myself about how successful my attempts are im starting to connect with the fact that people want to hear music not perfection whatever that is,"['stun', 'tenderness', 'flabbergast', 'attachment', 'irritation', 'warmth', 'panic', 'depression', 'alarm', 'triumph']"
1770,i feel like he has a very pleasant nearly transparent presence on lobelia though that presence was necessary nonetheless,"['warmth', 'exasperation', 'regret', 'tenderness', 'exasperation', 'panic', 'vexation', 'exasperation', 'fright', 'joyfulness']"
1771,i cant feel anything like they said why does everything always hurt so bad,"['vexation', 'irritation', 'joyfulness', 'exasperation', 'flabbergast', 'intimacy', 'astound', 'vexation', 'exasperation', 'regret']"
1772,i have this grave feeling it will not be back until tomorrow and strangely enough i have accepted it,"['annoyance', 'tenderness', 'intimacy', 'sorrow', 'annoyance', 'fright', 'crossness', 'stun', 'unhappiness', 'joyfulness']"
1773,i had been blessed to be running it for the th time how could i not be feeling anything but thankful at the many gifts this race had given me,"['crossness', 'astound', 'exasperation', 'fright', 'regret', 'intimacy', 'stun', 'exasperation', 'stun', 'delight']"
1774,i suggest you take a look at them when you feel curious enough to know more things about specific english words related to familiar diseases,"['dejection', 'jubilation', 'intimacy', 'irritation', 'regret', 'exultation', 'fondness', 'warmth', 'sorrow', 'astound']"
1775,i type these words i feel like i shouldn t be surprised,"['panic', 'attachment', 'exultation', 'annoyance', 'depression', 'triumph', 'sorrow', 'attachment', 'exultation', 'flabbergast']"
1776,i know it that sucker is overhead and i feel triumphant,"['stagger', 'astound', 'irritation', 'flabbergast', 'horror', 'attachment', 'regret', 'horror', 'horror', 'joyfulness']"
1777,i plan to do so by obtaining an mba and from that mba program i feel that the most valuable outcomes i would like,"['crossness', 'flabbergast', 'astound', 'flabbergast', 'alarm', 'attachment', 'terror', 'tenderness', 'astound', 'delight']"
1778,i feel a bit lonely just writing this because its not face to face with someone and i cant get feedback,"['jubilation', 'astound', 'panic', 'jubilation', 'jubilation', 'joyfulness', 'astound', 'fondness', 'terror', 'sorrow']"
1779,i have some great friends and great housemates who have listened to how i feel and reminded me that its so unimportant and i should enjoy my life and be proud of myself,"['fright', 'flabbergast', 'irritation', 'tenderness', 'intimacy', 'fondness', 'tenderness', 'triumph', 'warmth', 'depression']"
1780,when i learnt that my best friend had failed the exams,"['intimacy', 'triumph', 'stun', 'astound', 'fright', 'astound', 'dejection', 'joyfulness', 'unhappiness', 'irritation']"
1781,i had told gerry yesterday that if i feel isolated it is my own fault,"['exasperation', 'attachment', 'warmth', 'stagger', 'intimacy', 'fondness', 'horror', 'triumph', 'irritation', 'depression']"
1782,i feel these days living in fears just another way of dying before your time so today i am declaring myself fearless,"['tenderness', 'attachment', 'sorrow', 'shock', 'dejection', 'warmth', 'crossness', 'dejection', 'horror', 'delight']"
1783,i started to feel like i was going mad as i was sure i could see stars floating in the water but whenever i went to grab one i came up with nothing,"['regret', 'triumph', 'shock', 'joyfulness', 'warmth', 'tenderness', 'warmth', 'attachment', 'unhappiness', 'crossness']"
1784,i basically spent a miserable night crying and feeling terrified and sick to my stomach,"['delight', 'attachment', 'crossness', 'joyfulness', 'exasperation', 'crossness', 'irritation', 'sorrow', 'irritation', 'panic']"
1785,i am feeling the past few days a little distressed about not writing here as much,"['joyfulness', 'exasperation', 'crossness', 'irritation', 'irritation', 'sorrow', 'regret', 'stun', 'joyfulness', 'fright']"
1786,im feeling all jolly and warm inside but i just feel empty,"['sorrow', 'alarm', 'shock', 'regret', 'stun', 'horror', 'attachment', 'stagger', 'irritation', 'delight']"
1787,i just wanted to read books watch tv and feel miserable,"['delight', 'crossness', 'terror', 'jubilation', 'exasperation', 'stagger', 'fright', 'triumph', 'stun', 'sorrow']"
1788,i was feeling a little fearful of trying to eat this damn thing,"['vexation', 'triumph', 'sorrow', 'joyfulness', 'stun', 'triumph', 'unhappiness', 'exasperation', 'tenderness', 'alarm']"
1789,i to feel unwelcome at her apartment certainly not,"['intimacy', 'vexation', 'flabbergast', 'triumph', 'astound', 'flabbergast', 'delight', 'tenderness', 'jubilation', 'unhappiness']"
1790,i took care of myself by avoiding family events that make me feel shitty,"['horror', 'joyfulness', 'joyfulness', 'tenderness', 'flabbergast', 'stun', 'horror', 'warmth', 'vexation', 'depression']"
1791,i did a body scan and realized that everything was feeling amazing,"['depression', 'vexation', 'delight', 'terror', 'panic', 'panic', 'terror', 'horror', 'tenderness', 'shock', 'astound']"
1792,i feel much more energized than on a gloomy rainy autumn day,"['jubilation', 'fright', 'triumph', 'shock', 'triumph', 'warmth', 'alarm', 'annoyance', 'crossness', 'sorrow']"
1793,im sure i will feel fine in the morning,"['flabbergast', 'stagger', 'fondness', 'horror', 'dejection', 'dejection', 'flabbergast', 'attachment', 'shock', 'joyfulness']"
1794,i look at others and feel jealous,"['panic', 'unhappiness', 'terror', 'stagger', 'exultation', 'panic', 'fondness', 'horror', 'delight', 'irritation']"
1795,i feel like a moronic bastard,"['horror', 'panic', 'alarm', 'intimacy', 'alarm', 'shock', 'exultation', 'shock', 'tenderness', 'depression']"
1796,i don t care if any of you read this but this is just what i feel when i m around you guys i feel hated,"['intimacy', 'joyfulness', 'stagger', 'intimacy', 'warmth', 'fondness', 'triumph', 'fondness', 'horror', 'sorrow']"
1797,i feel the pressure to be funny all the time,"['joyfulness', 'terror', 'irritation', 'warmth', 'crossness', 'annoyance', 'panic', 'jubilation', 'terror', 'astound', 'stagger']"
1798,im okay with her getting married whirlwind style at the courthouse and going off to kentucky to live with him but im still feeling hurt by the betrayal and secretive style she had adopted,"['panic', 'crossness', 'jubilation', 'vexation', 'intimacy', 'fondness', 'jubilation', 'triumph', 'shock', 'regret']"
1799,i feel is the most important question how would we handle this,"['fondness', 'alarm', 'unhappiness', 'exasperation', 'horror', 'annoyance', 'sorrow', 'flabbergast', 'tenderness', 'delight']"
1800,i feel so pretty in them it doesnt matter how un glamorous the task is,"['dejection', 'horror', 'shock', 'panic', 'terror', 'panic', 'terror', 'stun', 'shock', 'exultation']"
1801,i could feel the sincere enthusiasm of all the people who got involved in this project,"['depression', 'sorrow', 'flabbergast', 'astound', 'stun', 'fondness', 'unhappiness', 'annoyance', 'terror', 'exultation']"
1802,i feel remorseful for the crimes that were committed intentionally or unintentionally and whether or not i had known about it or not known about it,"['shock', 'exultation', 'terror', 'flabbergast', 'stun', 'flabbergast', 'stagger', 'shock', 'irritation', 'sorrow']"
1803,i can t quite figure out how i feel i m not devastated like i was with lucy and i m not sure if that s because it s easier to do after the first time or what,"['crossness', 'vexation', 'flabbergast', 'exultation', 'tenderness', 'fright', 'stun', 'exasperation', 'exasperation', 'dejection', 'regret']"
1804,i am feeling depressed cursing my luck,"['astound', 'intimacy', 'panic', 'exultation', 'vexation', 'stun', 'joyfulness', 'stun', 'fright', 'regret']"
1805,i feel truly heartbroken that hyun joongs fans can be so hateful,"['attachment', 'stun', 'stagger', 'fright', 'astound', 'joyfulness', 'alarm', 'delight', 'crossness', 'unhappiness']"
1806,i feel guilty i wont be able to give this little one the same amount of time with just me,"['stagger', 'annoyance', 'astound', 'attachment', 'flabbergast', 'horror', 'irritation', 'irritation', 'astound', 'unhappiness']"
1807,i know for a fact that he treated everyone this way his love seemed boundless but he also made me feel important,"['stun', 'stun', 'sorrow', 'vexation', 'crossness', 'dejection', 'fright', 'regret', 'irritation', 'exultation']"
1808,im feeling a little anxious about the whole thing,"['flabbergast', 'joyfulness', 'sorrow', 'intimacy', 'fondness', 'crossness', 'regret', 'annoyance', 'regret', 'horror', 'fright']"
1809,i am sure its meant as a celebration of the various shades of red out there i feel insulted,"['shock', 'intimacy', 'sorrow', 'warmth', 'dejection', 'horror', 'shock', 'warmth', 'unhappiness', 'crossness']"
1810,i was however totally petrified of feeling it scared to death of giving in and releasing it and afraid i wouldnt be able to cap it again,"['joyfulness', 'exasperation', 'fondness', 'fondness', 'depression', 'unhappiness', 'exultation', 'shock', 'regret', 'terror']"
1811,i know i feel vulnerable,"['dejection', 'dejection', 'irritation', 'crossness', 'delight', 'astound', 'annoyance', 'exultation', 'flabbergast', 'panic']"
1812,i have been feeling so melancholy and alone,"['intimacy', 'alarm', 'alarm', 'flabbergast', 'fondness', 'panic', 'horror', 'joyfulness', 'jubilation', 'regret']"
1813,im feeling exponentially more useless on the farm as each day passes,"['fondness', 'intimacy', 'irritation', 'crossness', 'vexation', 'astound', 'warmth', 'attachment', 'intimacy', 'unhappiness']"
1814,i would point out that it really could have used a bit more attention on the writing aspect as it feels a bit dull in few places,"['exasperation', 'joyfulness', 'horror', 'crossness', 'irritation', 'astound', 'panic', 'crossness', 'jubilation', 'sorrow']"
1815,i love a hearty chat where i mean everything that i say and laugh from the heart gut w e not because i wanna let the person feel im entertained,"['dejection', 'attachment', 'stagger', 'flabbergast', 'regret', 'fright', 'warmth', 'sorrow', 'warmth', 'exultation']"
1816,i also know that if today i refuse to hate jews or anybody else it is because i know how it feels to be hated,"['irritation', 'intimacy', 'stun', 'tenderness', 'alarm', 'delight', 'joyfulness', 'exultation', 'warmth', 'sorrow', 'depression']"
1817,i have that feeling that spark and i am not sure where it is going or if it will ever turn into that flame,"['intimacy', 'depression', 'panic', 'fright', 'panic', 'depression', 'warmth', 'unhappiness', 'intimacy', 'exultation']"
1818,i roll my tongue over your labia sucking and nibbling drawing your flesh into my mouth and letting you feel the delicate pinch of my teeth,"['crossness', 'sorrow', 'crossness', 'depression', 'exasperation', 'stun', 'irritation', 'crossness', 'annoyance', 'tenderness']"
1819,i feel so frustrated because i had a long weekday and i dont really have plenty of rest and right now he keeps on coming in the room,"['sorrow', 'panic', 'panic', 'tenderness', 'horror', 'horror', 'sorrow', 'astound', 'jubilation', 'crossness']"
1820,i feel like ive been neglectful,"['exasperation', 'delight', 'fondness', 'vexation', 'stun', 'tenderness', 'vexation', 'delight', 'stun', 'regret']"
1821,i feel like a boring blogger lately,"['joyfulness', 'vexation', 'stagger', 'jubilation', 'horror', 'crossness', 'crossness', 'fondness', 'alarm', 'sorrow']"
1822,i soon realized that an initial attraction to an activity that feels playful is often followed by a desire to practice to perfect the talent that led to the original enjoyment,"['crossness', 'sorrow', 'annoyance', 'annoyance', 'intimacy', 'astound', 'crossness', 'sorrow', 'astound', 'joyfulness']"
1823,i always feel a little jealous of my son because when i joined the church i went almost directly into young women so i didnt learn the primary songs,"['panic', 'stagger', 'attachment', 'exultation', 'flabbergast', 'stagger', 'intimacy', 'attachment', 'dejection', 'exasperation', 'exasperation']"
1824,i feel as though it is worthwhile and career wise,"['crossness', 'alarm', 'flabbergast', 'stagger', 'stun', 'warmth', 'vexation', 'irritation', 'unhappiness', 'delight']"
1825,i still feel like there are more than enough to keep me entertained while still being just a few to keep dusted,"['astound', 'crossness', 'crossness', 'crossness', 'intimacy', 'fright', 'stun', 'alarm', 'fondness', 'joyfulness', 'triumph']"
1826,i don t always feel like i have amazing style and most days i choose comfort over anything else but there is one thing that i feel makes all the difference in how i feel about myself and that is makeup,"['horror', 'horror', 'tenderness', 'stun', 'alarm', 'stun', 'vexation', 'horror', 'regret', 'joyfulness']"
1827,i feel numb i dont experience anything because of the numbness and of me just always feels something is going to go wrong,"['flabbergast', 'panic', 'joyfulness', 'attachment', 'alarm', 'joyfulness', 'vexation', 'horror', 'stun', 'depression']"
1828,im feeling weepy already,"['vexation', 'fright', 'astound', 'flabbergast', 'vexation', 'delight', 'terror', 'exultation', 'tenderness', 'regret', 'unhappiness']"
1829,i look over and to my utter horror i see a man holding the elevator door open instead of feeling terrified or even telling the guy to get off the elevator i imagine the elevator chewing on him like a metallic pacman not pacquiao the other yellow guy,"['intimacy', 'stagger', 'unhappiness', 'sorrow', 'dejection', 'stagger', 'flabbergast', 'delight', 'fondness', 'alarm']"
1830,i havent needed the pain meds maybe i will chillax with some wine feeling all elegant like,"['horror', 'depression', 'crossness', 'vexation', 'depression', 'warmth', 'irritation', 'vexation', 'regret', 'joyfulness']"
1831,i feel virtuous and tough when i wear a hat jeans and a tshirt without worrying,"['shock', 'sorrow', 'warmth', 'panic', 'stun', 'panic', 'astound', 'unhappiness', 'intimacy', 'delight']"
1832,i disagree with my parents on many issues and will sometimes let them know my feelings in unkind ways,"['sorrow', 'fright', 'exultation', 'astound', 'joyfulness', 'delight', 'joyfulness', 'stun', 'dejection', 'vexation']"
1833,i go without a new post the more guilty i feel for leaving all my loyal readers in the dark about my progress in this crazy quest i set out on days ago,"['sorrow', 'flabbergast', 'panic', 'alarm', 'jubilation', 'panic', 'stagger', 'alarm', 'unhappiness', 'fondness']"
1834,i feel so eager to prove to my friend that im not like that,"['fright', 'irritation', 'stagger', 'fright', 'dejection', 'horror', 'panic', 'shock', 'dejection', 'jubilation']"
1835,i have to admit that i feel the teensiest bit envious of my friends who live there,"['depression', 'dejection', 'panic', 'panic', 'alarm', 'delight', 'shock', 'jubilation', 'triumph', 'annoyance']"
1836,i feel it so easily like that of a gentle rain that warms the earth and brings laughter and delight from all those that pause to take notice of such a blessing,"['horror', 'horror', 'stun', 'flabbergast', 'fright', 'horror', 'astound', 'joyfulness', 'horror', 'intimacy']"
1837,i hate these feelings in my heart i hate that work stressed me out i hate that cornelius wont let me get my way im frustrated lord,"['crossness', 'exasperation', 'warmth', 'fondness', 'warmth', 'delight', 'delight', 'shock', 'panic', 'regret']"
1838,im still feeling pretty low and demotivated including ups,"['panic', 'fondness', 'vexation', 'intimacy', 'attachment', 'exultation', 'triumph', 'stagger', 'vexation', 'depression']"
1839,i breathe into the feelings in my body resisting my mind s clever attempts to analyse what i m feeling,"['dejection', 'warmth', 'shock', 'attachment', 'flabbergast', 'exasperation', 'annoyance', 'crossness', 'dejection', 'delight', 'jubilation']"
1840,ill likely post more on those later but feel free to ask if you have questions,"['vexation', 'panic', 'dejection', 'intimacy', 'annoyance', 'fondness', 'fright', 'shock', 'sorrow', 'jubilation']"
1841,i always end up feeling unwelcome and sad,"['flabbergast', 'crossness', 'shock', 'terror', 'stagger', 'tenderness', 'delight', 'jubilation', 'terror', 'depression']"
1842,i feel so amazing musicjuzz,"['dejection', 'crossness', 'panic', 'regret', 'regret', 'astound', 'astound', 'alarm', 'vexation', 'jubilation']"
1843,i feel so giggly reading your comment tags,"['vexation', 'dejection', 'crossness', 'depression', 'exasperation', 'tenderness', 'alarm', 'flabbergast', 'stagger', 'jubilation']"
1844,i must add the crowd was similar to last night except it had a much more laid back stoner feel with supporting cast of parents escaped from their kids,"['flabbergast', 'depression', 'crossness', 'fright', 'fright', 'unhappiness', 'triumph', 'stagger', 'regret', 'warmth']"
1845,i do that made me feel excited about life,"['unhappiness', 'fright', 'dejection', 'horror', 'regret', 'tenderness', 'sorrow', 'vexation', 'attachment', 'delight', 'joyfulness']"
1846,i have been feeling regretful recently that i did not know back then that the abuse was not my fault and that it did not happen because of who i was but because of who they were,"['panic', 'tenderness', 'triumph', 'delight', 'panic', 'triumph', 'jubilation', 'intimacy', 'astound', 'depression']"
1847,i am not feeling as terrific as i have been,"['crossness', 'fright', 'attachment', 'regret', 'alarm', 'tenderness', 'exasperation', 'warmth', 'panic', 'jubilation']"
1848,i feel quite glamorous in this dress,"['crossness', 'alarm', 'depression', 'unhappiness', 'vexation', 'stun', 'stun', 'fright', 'attachment', 'exultation']"
1849,i feel like i wouldnt have a longing if only we could have a baby and have that new experience together,"['sorrow', 'horror', 'panic', 'vexation', 'dejection', 'terror', 'stun', 'astound', 'sorrow', 'tenderness']"
1850,i am feeling a lot more positive about the future of the virtual birth unit and simulation in midwifery education,"['terror', 'stun', 'sorrow', 'exasperation', 'attachment', 'sorrow', 'fondness', 'sorrow', 'unhappiness', 'delight']"
1851,i just want that feeling of not caring about unnecessary stuff like i felt before,"['exasperation', 'panic', 'regret', 'regret', 'jubilation', 'depression', 'terror', 'delight', 'regret', 'intimacy']"
1852,i feel so very keen to leave the country atm,"['annoyance', 'attachment', 'annoyance', 'alarm', 'intimacy', 'astound', 'panic', 'flabbergast', 'fright', 'jubilation']"
1853,i knowing that to this day still makes her feel not shy,"['shock', 'joyfulness', 'triumph', 'crossness', 'warmth', 'crossness', 'flabbergast', 'fondness', 'delight', 'alarm']"
1854,i decided to actually paint this piece in a common canvas because painting in canvas make me feel very artistic,"['depression', 'dejection', 'terror', 'fondness', 'tenderness', 'intimacy', 'unhappiness', 'depression', 'stagger', 'triumph']"
1855,i really need to find my nitch up here in vt i feel very lonely and bored and it s taking it s toll a href http twitter,"['terror', 'alarm', 'exultation', 'terror', 'flabbergast', 'stun', 'intimacy', 'fright', 'shock', 'sorrow']"
1856,i felt apprehensive in regards to the party oftentimes in the past other men have made me feel resentful towards them when i attended with them,"['warmth', 'flabbergast', 'fright', 'jubilation', 'terror', 'panic', 'tenderness', 'flabbergast', 'panic', 'crossness']"
1857,i feel so peaceful and happy,"['vexation', 'horror', 'sorrow', 'annoyance', 'horror', 'stun', 'irritation', 'panic', 'astound', 'joyfulness']"
1858,i was feeling pretty distracted with a few things that have been going on so it felt good to go with a clear mind,"['shock', 'shock', 'joyfulness', 'terror', 'flabbergast', 'warmth', 'shock', 'delight', 'depression', 'annoyance']"
1859,i thought maybe once i started running i would feel ok,"['sorrow', 'fright', 'attachment', 'depression', 'exasperation', 'vexation', 'warmth', 'regret', 'sorrow', 'jubilation']"
1860,i feel so dirty but after spending a day at the mk show me and a buddy decided we would get the two player starter between us luckily for us both i liked the everblight and he liked the circle maybe a tad to much so it all worked out well,"['astound', 'delight', 'jubilation', 'exultation', 'warmth', 'vexation', 'shock', 'intimacy', 'tenderness', 'dejection']"
1861,i chance that difficult to accommodate with the feeling of a jehovah and benevolent lord,"['fondness', 'crossness', 'irritation', 'fright', 'depression', 'depression', 'astound', 'flabbergast', 'fondness', 'exultation']"
1862,i just say the things that i want without even thinking what the person would feel its rude right,"['astound', 'delight', 'regret', 'attachment', 'attachment', 'fright', 'fondness', 'horror', 'joyfulness', 'irritation']"
1863,i don t have the feeling of divine vibrations,"['stun', 'attachment', 'fondness', 'horror', 'crossness', 'terror', 'flabbergast', 'dejection', 'attachment', 'delight']"
1864,i feel unimportant when he spends nights out with sara and i get no phone call,"['astound', 'annoyance', 'fright', 'panic', 'stun', 'flabbergast', 'alarm', 'joyfulness', 'shock', 'depression']"
1865,i dont know if i should let go and feel that vain or should i wait and stay in vain,"['exultation', 'delight', 'vexation', 'attachment', 'delight', 'panic', 'attachment', 'horror', 'stagger', 'depression']"
1866,i feel so lucky that i get to experience this joy at sssas every day,"['stun', 'shock', 'annoyance', 'regret', 'irritation', 'annoyance', 'crossness', 'intimacy', 'dejection', 'triumph']"
1867,i feel so boring all the time,"['fright', 'astound', 'stun', 'alarm', 'panic', 'annoyance', 'astound', 'annoyance', 'tenderness', 'dejection']"
1868,im not the one who feel bothered about this,"['intimacy', 'fright', 'warmth', 'horror', 'terror', 'exultation', 'jubilation', 'sorrow', 'intimacy', 'crossness']"
1869,i feel your frustration but it s time to calm the hell down,"['annoyance', 'annoyance', 'fright', 'astound', 'dejection', 'fright', 'exasperation', 'irritation', 'attachment', 'delight']"
1870,i slowly realized that even the next day when the six hour effects had worn off i was feeling more energetic and could concentrate working through emotional crap better,"['irritation', 'flabbergast', 'intimacy', 'crossness', 'stagger', 'exasperation', 'alarm', 'exasperation', 'fright', 'joyfulness']"
1871,i was gifted one of the books but am feeling a bit intimidated to take on the intricate work,"['joyfulness', 'regret', 'crossness', 'regret', 'vexation', 'stagger', 'warmth', 'vexation', 'dejection', 'fright']"
1872,i feel the presence of the divine with you when you are buried inside me smiling down at me your sweat dripping into my eager mouth,"['fondness', 'intimacy', 'vexation', 'stagger', 'dejection', 'shock', 'astound', 'sorrow', 'warmth', 'exultation']"
1873,i entered the office though feeling the monday blues with a joyful and serene spirit dominating,"['fondness', 'flabbergast', 'stagger', 'flabbergast', 'horror', 'astound', 'flabbergast', 'warmth', 'shock', 'triumph']"
1874,i feel shy about it all and also a little concerned whether my new title will distance me away from people i care for,"['unhappiness', 'astound', 'vexation', 'exultation', 'flabbergast', 'exasperation', 'irritation', 'exultation', 'stun', 'alarm']"
1875,i feel productive and active but i have the balance i need,"['astound', 'horror', 'crossness', 'regret', 'stagger', 'attachment', 'irritation', 'regret', 'regret', 'delight']"
1876,i need a break or im feeling stressed out,"['stun', 'unhappiness', 'fondness', 'fright', 'regret', 'triumph', 'unhappiness', 'sorrow', 'delight', 'crossness']"
1877,ive taken yoga classes for years but for the past few days i was feeling very anxious abou,"['stagger', 'exasperation', 'crossness', 'attachment', 'stun', 'irritation', 'tenderness', 'depression', 'depression', 'alarm']"
1878,i am sitting on the couch and im feeling rather ashamed so to get in the act of things i slap myself,"['attachment', 'exultation', 'warmth', 'vexation', 'joyfulness', 'panic', 'terror', 'joyfulness', 'triumph', 'dejection']"
1879,i feel ashamed and so i tried my very best to help them,"['horror', 'stun', 'flabbergast', 'crossness', 'joyfulness', 'flabbergast', 'triumph', 'jubilation', 'fright', 'dejection']"
1880,i feel so glad that im able to have the time to spend some time with my family now,"['dejection', 'horror', 'stun', 'tenderness', 'fondness', 'regret', 'dejection', 'panic', 'dejection', 'delight']"
1881,i had my carrot sticks not on the program they want you to eat super low gi veggies and carrots are relatively high in sugar however they were convenient and later another shake but i was still feeling pretty lousy,"['astound', 'horror', 'exultation', 'exultation', 'fright', 'fondness', 'fondness', 'stagger', 'crossness', 'regret']"
1882,i feel watching him grow into a self assured life loving boy,"['fondness', 'alarm', 'alarm', 'crossness', 'depression', 'terror', 'intimacy', 'alarm', 'annoyance', 'exultation']"
1883,i had the feeling that it might not have been taken as the truthful and sincere compliment it would have been,"['unhappiness', 'regret', 'stagger', 'fondness', 'stagger', 'attachment', 'warmth', 'regret', 'tenderness', 'jubilation']"
1884,i will feel a dull pain for no reason at all,"['astound', 'flabbergast', 'jubilation', 'joyfulness', 'intimacy', 'stagger', 'panic', 'warmth', 'delight', 'depression']"
1885,i feel like im working with half of my voice caleb and i make it through a really wonderful night at the comus inn,"['fright', 'vexation', 'sorrow', 'attachment', 'sorrow', 'unhappiness', 'stagger', 'unhappiness', 'panic', 'joyfulness']"
1886,i feel lost and then found november i have told jamie this several times,"['flabbergast', 'horror', 'tenderness', 'vexation', 'horror', 'shock', 'warmth', 'panic', 'tenderness', 'regret']"
1887,i feel like some of you have pains and you cannot imagine becoming passionate about the group or the idea that is causing pain,"['alarm', 'stagger', 'shock', 'depression', 'unhappiness', 'unhappiness', 'fondness', 'sorrow', 'intimacy', 'delight']"
1888,i feel comfortable here there was a huge niche market waiting to be explored,"['fright', 'stagger', 'irritation', 'terror', 'vexation', 'sorrow', 'crossness', 'warmth', 'crossness', 'triumph']"
1889,i feel at leaving work is hot and complicated and tempered with the disquiet of a future that feels out of my hands,"['panic', 'terror', 'exultation', 'crossness', 'alarm', 'panic', 'astound', 'delight', 'delight', 'intimacy']"
1890,i was asked to toast with champagne at the death bed and i remember feeling disgusted,"['astound', 'panic', 'terror', 'shock', 'terror', 'sorrow', 'joyfulness', 'flabbergast', 'exultation', 'vexation']"
